YYYY,@YYYY,ownerDate,cashDividendDate,price,priceBackDate,backDays,giveDate,stockDividendDate,@price,@priceBackDate,@priceBackDays,cashDividend,shareCashDividend,cashDividendTotal,stockDividend,shareStockDividend,stockDividendTotal,dividendTotal
1999,1998全年,99'06/10,99'06/29,,99'06/29,1,,,,,,0.6,0,0.6,0.6,0.5,1.1,1.7
1998,1997全年,98'05/22,,,,,,98'07/13,41.7,98'11/24,105,0,0,0,1.7,0,1.7,1.7
1997,1996全年,97'05/20,97'06/04,75.4,97'06/04,1,,97'07/12,74.77,07'09/11,2602,1.1,0,1.1,1.1,0,1.1,2.2
1996,1995全年,96'05/08,96'05/23,41.15,96'05/24,2,,96'07/16,49.78,96'09/11,48,1.15,0,1.15,1.15,0,1.15,2.3
1995,1994全年,95'04/26,95'05/17,52.35,95'05/17,1,,95'07/18,45.29,96'06/13,262,1.15,0,1.15,1.15,0,1.15,2.3
1994,1993全年,94'04/12,94'05/02,57.45,94'05/02,1,,94'08/06,59.28,94'12/30,116,1.05,0,1.05,1.05,0,1.05,2.1
1993,1992全年,93'04/30,93'05/19,42.2,93'11/19,150,,93'08/14,36.93,93'11/11,72,1.1,0,1.1,1.1,0,1.1,2.2
1992,1991全年,92'04/30,92'05/19,42.9,92'05/20,2,,92'11/07,35,93'02/13,70,1.1,0,1.1,1.2,0,1.2,2.3
1991,1990全年,91'04/30,91'06/18,58.9,91'06/18,1,,91'09/24,45.98,93'12/04,627,1.1,0,1.1,1.2,0,1.2,2.3
1990,1989全年,90'04/27,90'04/27,78.5,,,,90'07/25,51.32,,,1,0,1,1.3,0,1.3,2.3
1989,1988全年,,,,,,,,,,,1,0,1,1.8,0,1.8,2.8
1988,1987全年,,,,,,,,,,,1,0,1,1.7,0.1,1.8,2.8
股利  發放  年度,股利所屬  盈餘期間,股東會  日期,除息日程,除息日程,除息日程,除息日程,除息日程,除權日程,除權日程,除權日程,除權日程,股東股利 (元/股),股東股利 (元/股),股東股利 (元/股),股東股利 (元/股),股東股利 (元/股),股東股利 (元/股),股東股利 (元/股)
股利  發放  年度,股利所屬  盈餘期間,股東會  日期,除息  交易日,除息  參考  價,填息  完成日,填息  花費  日數,現金  股利  發放日,除權  交易日,除權  參考  價,填權  完成日,填權  花費  日數,現金股利,現金股利,現金股利,股票股利,股票股利,股票股利,股利  合計
股利  發放  年度,股利所屬  盈餘期間,股東會  日期,除息  交易日,除息  參考  價,填息  完成日,填息  花費  日數,現金  股利  發放日,除權  交易日,除權  參考  價,填權  完成日,填權  花費  日數,盈餘,公積,合計,盈餘,公積,合計,股利  合計
1987,1986全年,,,,,,,,,,,0.9,0,0.9,1.6,0.1,1.7,2.6
1986,1985全年,,,,,,,,,,,1.2,0,1.2,1.1,0.1,1.2,2.4
1985,1984全年,,,,,,,,,,,1.3,0,1.3,1.2,0.3,1.5,2.8
1984,1983全年,,,,,,,,,,,1,0,1,1,0.6,1.6,2.6
