stockId,stockName,type,date,price,rfPrice,rfPercent,parValue,equityMillion,circulationTenThousand,totalPrice,buildYear,onYear,股票期貨,選擇權,權證,公司債,私募股,特別股,產業別,董事長,總經理
2330,台積電,市,10/02,533.0,10.0,1.91,10.0,2593.0,2593.0,138218.0,36.6,29.1,有,有,有,有,nan,nan,半導體業,劉德音,總裁: 魏哲家
2317,鴻海,市,10/02,104.5,0.5,0.48,10.0,1386.0,1386.0,14487.0,49.6,32.3,有,有,有,有,nan,nan,其他電子業,劉揚偉,劉揚偉
2454,聯發科,市,10/02,745.0,10.0,1.36,10.0,160.0,160.0,11916.0,26.4,22.2,有,有,有,nan,nan,nan,半導體業,蔡明介,陳冠州
2382,廣達,市,10/02,254.5,15.0,6.26,10.0,386.0,386.3,9830.0,35.4,24.7,有,有,nan,nan,nan,nan,電腦及週邊設備業,林百里,梁次震
2412,中華電,市,10/02,116.5,0.5,0.43,10.0,776.0,775.7,9037.0,27.3,22.9,有,有,有,nan,nan,nan,通信網路業,郭水義,林昭陽
2308,台達電,市,10/02,335.5,11.0,3.39,10.0,260.0,259.8,8715.0,48.1,34.8,有,nan,有,有,nan,nan,電子零組件業,海英俊,張訓海
6505,台塑化,市,10/02,80.3,-0.3,-0.37,10.0,953.0,952.6,7649.0,31.5,19.8,nan,nan,nan,有,nan,nan,油電燃氣業,陳?郎,曹明
2881,富邦金,市,10/02,60.8,0.1,0.16,10.0,1400.0,1240.0,7536.0,21.8,21.8,有,有,有,有,nan,有,金控業,蔡明興,韓蔚廷
2882,國泰金,市,10/02,44.5,-0.05,-0.11,10.0,1620.0,1467.0,6528.0,21.8,21.8,有,有,有,nan,nan,有,金控業,蔡宏圖,李長庚
2303,聯電,市,10/02,45.75,0.55,1.22,10.0,1250.0,1250.0,5720.0,43.4,38.2,有,有,有,有,nan,nan,半導體業,洪嘉聰,簡山傑、王石
2886,兆豐金,市,10/02,37.6,-0.1,-0.27,10.0,1405.0,1405.0,5283.0,21.7,21.7,有,有,有,有,nan,nan,金控業,雷仲達,蕭玉美
1303,南亞,市,10/02,66.4,-0.2,-0.3,10.0,793.0,793.1,5266.0,65.1,55.9,有,有,有,有,nan,nan,塑膠工業,吳嘉昭,鄒明仁
1301,台塑,市,10/02,79.6,-0.2,-0.25,10.0,637.0,636.6,5067.0,68.9,59.2,有,有,有,有,nan,nan,塑膠工業,林健男,郭文筆
3711,日月光投控,市,10/02,111.0,1.5,1.37,10.0,438.0,437.6,4858.0,5.4,5.43,有,有,有,有,nan,nan,半導體業,張虔生,張洪本
2891,中信金,市,10/02,24.5,0.0,0.0,10.0,2008.0,1958.0,4798.0,21.4,21.4,有,有,有,有,nan,有,金控業,顏文隆,陳佳文
1216,統一,市,10/02,70.3,0.2,0.29,10.0,568.0,568.2,3994.0,56.1,35.8,有,有,有,有,nan,nan,食品工業,羅智先,黃釗凱、李清田
2002,中鋼,市,10/02,25.25,0.0,0.0,10.0,1577.0,1573.0,3973.0,51.8,48.8,有,有,有,有,nan,有,鋼鐵工業,翁朝棟,王錫欽
2884,玉山金,市,10/02,24.15,-0.1,-0.41,10.0,1566.0,1566.0,3783.0,21.7,21.7,有,有,有,有,nan,nan,金控業,黃男州,陳茂欽
5880,合庫金,市,10/02,25.65,0.05,0.2,10.0,1471.0,1471.0,3773.0,11.8,11.8,有,有,有,nan,nan,nan,金控業,董瑞斌,陳美足
2207,和泰車,市,10/02,651.0,-4.0,-0.61,10.0,55.7,55.71,3627.0,68.4,26.6,nan,nan,nan,nan,nan,nan,汽車工業,黃南光,蘇純興
2892,第一金,市,10/02,26.55,0.0,0.0,10.0,1362.0,1362.0,3616.0,20.8,20.8,有,有,有,有,nan,nan,金控業,邱月琴,陳芬蘭
1326,台化,市,10/02,61.4,-0.1,-0.16,10.0,586.0,586.1,3599.0,58.6,38.8,有,有,有,有,nan,nan,塑膠工業,洪福源,呂文進
3045,台灣大,市,10/02,94.2,-0.4,-0.42,10.0,352.0,351.9,3315.0,26.6,23.0,有,nan,nan,有,nan,nan,通信網路業,蔡明忠,林之晨
3231,緯創,市,10/02,111.0,9.5,9.36,10.0,290.0,290.0,3219.0,22.3,20.1,有,有,有,有,nan,nan,電腦及週邊設備業,林憲銘,林建勳
2885,元大金,市,10/02,24.95,-0.1,-0.4,10.0,1269.0,1269.0,3166.0,21.7,21.7,有,有,有,有,nan,nan,金控業,申鼎籛,翁健
2301,光寶科,市,10/02,125.5,4.0,3.29,10.0,237.0,236.8,2972.0,34.5,27.9,有,nan,有,nan,nan,nan,電腦及週邊設備業,宋明峰,邱森彬
2395,研華,市,10/02,344.5,-0.5,-0.14,10.0,85.7,85.67,2951.0,42.1,23.8,nan,nan,nan,nan,nan,nan,電腦及週邊設備業,劉克振,陳清熙、蔡淑妍、張家豪
0050,元大台灣50,市,10/02,124.25,1.6,1.3,,,235.3,2924.0,20.3,20.3,有,有,有,nan,nan,nan,nan,劉宗聖,陳沛宇
5871,中租-KY,市,10/02,181.0,0.0,0.0,10.0,176.0,161.5,2922.0,13.8,11.8,有,nan,有,有,nan,有,其他業,陳鳳龍,陳鳳龍
6669,緯穎,市,10/02,1640.0,145.0,9.7,10.0,17.5,17.48,2867.0,11.6,4.52,有,nan,有,有,nan,nan,電腦及週邊設備業,洪麗寗,張順來
3008,大立光,市,10/02,2145.0,10.0,0.47,10.0,13.3,13.35,2863.0,36.5,21.6,有,有,有,nan,nan,nan,光電業,林恩平,黃有執
2880,華南金,市,10/02,20.55,0.05,0.24,10.0,1364.0,1364.0,2804.0,21.8,21.8,有,有,nan,有,nan,nan,金控業,張雲鵬,李耀卿
2345,智邦,市,10/02,500.0,7.0,1.42,10.0,56.0,56.02,2801.0,35.6,27.9,有,nan,有,有,nan,nan,通信網路業,寬鑫投資(股)公司,石軍
2357,華碩,市,10/02,372.5,5.5,1.5,10.0,74.3,74.28,2767.0,33.5,26.9,有,有,有,有,nan,nan,電腦及週邊設備業,施崇棠,許先越/胡書賓
2912,統一超,市,10/02,263.0,0.5,0.19,10.0,104.0,104.0,2734.0,36.3,26.1,nan,nan,nan,nan,nan,nan,貿易百貨業,羅智先,黃瑞典
3037,欣興,市,10/02,178.5,5.0,2.88,10.0,153.0,152.5,2722.0,33.7,24.8,有,有,有,nan,nan,nan,電子零組件業,曾子章,馬光華、蘭庭
3034,聯詠,市,10/02,428.0,5.0,1.18,10.0,60.9,60.85,2604.0,26.4,22.4,有,nan,有,nan,nan,nan,半導體業,何泰舜,王守仁
2603,長榮,市,10/02,113.5,-2.5,-2.16,10.0,212.0,211.6,2402.0,55.0,36.0,有,有,有,有,nan,nan,航運業,張衍義,謝惠全
1101,台泥,市,10/02,33.1,-0.15,-0.45,10.0,736.0,715.6,2369.0,72.8,61.6,有,有,有,有,nan,有,水泥工業,張安平,程耀輝
4904,遠傳,市,10/02,72.4,-0.3,-0.41,10.0,326.0,325.8,2359.0,26.5,21.8,有,nan,有,有,nan,nan,通信網路業,徐旭東,井琪
2327,國巨,市,10/02,533.0,8.0,1.52,10.0,42.3,42.31,2255.0,36.1,29.9,有,nan,有,有,nan,nan,電子零組件業,陳泰銘,王淡如
0056,元大高股息,市,10/02,35.74,0.68,1.94,,,627.3,2242.0,15.8,15.8,有,nan,有,nan,nan,nan,nan,劉宗聖,陳沛宇
2887,台新金,市,10/02,17.85,-0.05,-0.28,10.0,1358.0,1248.0,2227.0,21.6,21.6,有,有,有,有,nan,有,金控業,吳東亮,林維俊
00878,國泰永續高股息,市,10/02,20.76,0.38,1.86,,,1046.0,2171.0,3.2,3.2,有,nan,有,nan,nan,nan,nan,張錫,張雍川
2890,永豐金,市,10/02,17.35,-0.05,-0.29,10.0,1239.0,1239.0,2149.0,21.4,21.4,有,有,有,有,nan,有,金控業,陳思寬,朱士廷
2408,南亞科,市,10/02,67.6,2.0,3.05,10.0,310.0,309.8,2094.0,28.6,23.1,有,nan,有,nan,nan,nan,半導體業,吳嘉昭,李培瑛
5876,上海商銀,市,10/02,43.0,-0.25,-0.58,10.0,486.0,486.2,2090.0,69.1,4.96,nan,nan,有,有,nan,nan,銀行業,李慶言,郭進一
2379,瑞昱,市,10/02,398.5,3.5,0.89,10.0,51.3,51.29,2044.0,36.0,24.9,有,nan,有,nan,nan,nan,半導體業,邱順建,顏光裕
4938,和碩,市,10/02,76.6,0.0,0.0,10.0,266.0,266.5,2041.0,16.3,13.3,有,nan,有,有,nan,nan,電腦及週邊設備業,童子賢,鄭光志/鄧國彥
3661,世芯-KY,市,10/02,2730.0,40.0,1.49,10.0,7.41,7.39,2019.0,20.6,8.93,nan,nan,有,nan,有,nan,半導體業,關建英,沈翔霖
1590,亞德客-KY,市,10/02,1005.0,26.0,2.66,10.0,20.0,20.0,2010.0,14.0,12.8,有,nan,有,nan,nan,nan,電機機械,王世忠,王世忠
2883,開發金,市,10/02,11.75,-0.05,-0.42,10.0,1842.0,1684.0,1979.0,21.8,21.8,有,nan,有,有,nan,有,金控業,黃思國,Stefano Paolo Bertamini
9910,豐泰,市,10/02,194.5,11.5,6.28,10.0,98.7,98.75,1921.0,52.2,31.6,nan,nan,nan,nan,nan,nan,運動休閒,王建弘,陳昭吉
3443,創意,市,10/02,1410.0,45.0,3.3,10.0,13.4,13.4,1890.0,25.7,16.9,有,nan,有,nan,nan,nan,半導體業,曾繁城,戴尚義
2801,彰銀,市,10/02,17.3,0.05,0.29,10.0,1086.0,1086.0,1878.0,73.3,61.6,有,有,有,nan,nan,nan,銀行業,凌忠嫄,周朝崇
2356,英業達,市,10/02,52.2,3.2,6.53,10.0,359.0,358.8,1873.0,48.3,26.9,有,nan,有,nan,nan,nan,電腦及週邊設備業,葉力誠,蔡枝安
2376,技嘉,市,10/02,290.0,8.5,3.02,10.0,63.6,63.57,1843.0,37.4,25.0,有,nan,有,nan,nan,nan,電腦及週邊設備業,葉培城,李宜泰/林英宇
8046,南電,市,10/02,267.5,1.0,0.38,10.0,64.6,64.62,1728.0,25.9,17.5,有,nan,有,nan,nan,nan,電子零組件業,吳嘉昭,湯安得
2633,台灣高鐵,市,10/02,30.3,0.35,1.17,10.0,563.0,562.8,1705.0,25.4,6.93,有,nan,nan,有,有,nan,航運業,江耀宗,鄭光遠
2618,長榮航,市,10/02,29.45,-0.3,-1.01,10.0,540.0,536.3,1579.0,34.5,23.9,有,有,有,有,nan,nan,航運業,林寶水,孫嘉明
1402,遠東新,市,10/02,29.1,0.35,1.22,10.0,535.0,535.3,1558.0,69.7,56.5,有,有,有,有,nan,nan,紡織纖維,徐旭東,吳高山鄭澄宇
2609,陽明,市,10/02,44.45,-1.0,-2.2,10.0,349.0,349.2,1552.0,50.8,31.5,有,nan,有,有,nan,nan,航運業,鄭貞茂,杜書勤
1605,華新,市,10/02,37.1,0.3,0.82,10.0,403.0,403.1,1496.0,56.8,50.9,有,有,有,有,nan,nan,電器電纜,焦佑倫,潘文虎
2383,台光電,市,10/02,449.0,21.0,4.91,10.0,33.3,33.29,1495.0,31.5,26.8,有,nan,有,有,nan,nan,電子零組件業,董定宇,關恩祥
2888,新光金,市,10/02,9.19,-0.08,-0.86,10.0,1578.0,1549.0,1423.0,21.6,21.6,有,有,有,有,nan,有,金控業,陳淮舟,陳恩光
6409,旭隼,市,10/02,1620.0,35.0,2.21,10.0,8.77,8.77,1421.0,15.4,9.51,nan,nan,nan,nan,nan,nan,其他電子業,謝卓明,謝卓明
2377,微星,市,10/02,167.5,3.5,2.13,10.0,84.5,84.49,1415.0,37.2,24.9,有,有,有,nan,nan,nan,電腦及週邊設備業,徐祥,黃金請
1102,亞泥,市,10/02,39.5,-0.25,-0.63,10.0,355.0,354.7,1401.0,66.5,61.3,有,nan,有,有,nan,nan,水泥工業,徐旭東,李坤炎
2105,正新,市,10/02,42.45,-0.05,-0.12,10.0,324.0,324.1,1376.0,53.8,35.8,有,nan,有,有,nan,nan,橡膠工業,陳榮華,李進昌
1476,儒鴻,市,10/02,500.0,13.0,2.67,10.0,27.4,27.44,1372.0,45.8,22.5,有,nan,nan,nan,nan,nan,紡織纖維,洪鎮海,蔡俊嶔/陳坤鎕
2324,仁寶,市,10/02,30.9,0.2,0.65,10.0,441.0,440.7,1362.0,39.3,31.6,有,有,有,nan,nan,nan,電腦及週邊設備業,許勝雄,翁宗斌
2615,萬海,市,10/02,47.35,-0.95,-1.97,10.0,281.0,280.6,1329.0,58.6,27.4,有,nan,有,有,nan,nan,航運業,久福花園股份有限公司,謝福隆
3017,奇鋐,市,10/02,342.5,1.5,0.44,10.0,38.3,38.33,1313.0,31.8,21.0,有,nan,有,有,nan,nan,電腦及週邊設備業,沈慶行,沈慶行
2610,華航,市,10/02,21.25,0.05,0.24,10.0,602.0,601.4,1278.0,64.1,30.6,有,nan,有,有,nan,nan,航運業,謝世謙,高星潢
2474,可成,市,10/02,183.5,1.0,0.55,10.0,68.0,68.04,1248.0,38.9,22.0,有,有,有,nan,nan,nan,其他電子業,洪水樹,洪天賜
8454,富邦媒,市,10/02,515.0,13.0,2.59,10.0,24.0,24.03,1238.0,19.0,8.79,有,nan,有,nan,nan,nan,數位雲端,蔡明忠,谷元宏
2409,友達,市,10/02,16.05,-0.35,-2.13,10.0,770.0,769.9,1236.0,27.1,23.1,有,有,有,nan,nan,nan,光電業,彭又又浪,柯富仁
2360,致茂,市,10/02,281.5,5.5,1.99,10.0,42.5,42.54,1197.0,38.9,26.8,有,nan,有,nan,nan,nan,其他電子業,黃欽明,黃欽明
6415,矽力*-KY,市,10/02,310.0,5.5,1.81,2.5,9.57,38.34,1188.0,15.7,9.81,nan,nan,有,nan,nan,nan,半導體業,陳偉,游步東及Michael Grimm
3481,群創,市,10/02,13.0,-0.15,-1.14,10.0,908.0,907.9,1180.0,20.7,16.9,有,有,有,nan,nan,nan,光電業,洪進揚,楊柱祥
2353,宏碁,市,10/02,37.15,0.85,2.34,10.0,305.0,304.8,1132.0,47.2,27.0,有,有,有,nan,nan,nan,電腦及週邊設備業,陳俊聖,簡慧祥
1504,東元,市,10/02,52.1,0.1,0.19,10.0,214.0,213.9,1114.0,67.3,49.9,有,nan,有,有,nan,nan,電機機械,邱純枝,范炘
3044,健鼎,市,10/02,211.5,19.0,9.87,10.0,52.6,52.56,1112.0,31.8,22.8,有,nan,有,nan,nan,nan,電子零組件業,王景春,黃樂仁
2834,臺企銀,市,10/02,13.3,0.1,0.76,10.0,822.0,822.2,1094.0,73.0,25.7,有,nan,有,nan,有,nan,銀行業,劉佩真,張志堅
6770,力積電,市,10/02,26.6,0.05,0.19,10.0,407.0,406.7,1082.0,15.5,1.82,有,nan,有,nan,nan,nan,半導體業,黃崇仁,謝再居
2347,聯強,市,10/02,63.7,-0.4,-0.62,10.0,167.0,166.8,1062.0,35.1,27.8,有,nan,有,nan,nan,nan,電子通路業,苗豐強,杜書伍
2368,金像電,市,10/02,215.5,-4.0,-1.82,10.0,49.2,49.18,1060.0,42.1,25.6,有,nan,有,nan,nan,nan,電子零組件業,楊承澤,楊承澤
2371,大同,市,10/02,44.1,-0.3,-0.68,10.0,234.0,234.0,1032.0,73.5,61.6,有,nan,有,有,nan,nan,電機機械,王光祥,沈柏延
2344,華邦電,市,10/02,25.6,0.3,1.19,10.0,398.0,398.0,1019.0,36.0,28.0,有,nan,有,nan,nan,nan,半導體業,焦佑鈞,陳沛銘
3702,大聯大,市,10/02,60.0,-0.6,-0.99,10.0,188.0,167.9,1007.0,17.9,17.9,有,nan,有,nan,nan,有,電子通路業,黃偉祥,張蓉崗
9945,潤泰新,市,10/02,35.2,0.0,0.0,10.0,284.0,284.4,1001.0,46.1,31.4,有,nan,有,nan,nan,nan,其他業,簡滄圳,李志宏
9941,裕融,市,10/02,182.5,-1.0,-0.54,10.0,64.8,54.82,1001.0,33.5,23.8,nan,nan,nan,有,nan,有,其他業,嚴陳莉蓮,許國興
1229,聯華,市,10/02,61.8,-0.6,-0.96,10.0,158.0,158.4,979.0,68.2,47.2,nan,nan,nan,有,nan,nan,食品工業,苗豐強,林信宏
3036,文曄,市,10/02,110.0,-1.5,-1.35,10.0,102.0,88.68,975.0,29.8,23.0,有,nan,nan,nan,nan,有,電子通路業,鄭文宗,鄭文宗
2449,京元電子,市,10/02,78.8,2.8,3.68,10.0,122.0,122.3,964.0,36.4,22.4,有,nan,nan,nan,nan,nan,半導體業,李金恭,張高薰
4958,臻鼎-KY,市,10/02,99.8,1.4,1.42,10.0,94.7,94.7,945.0,17.3,11.8,有,nan,有,有,nan,nan,電子零組件業,沈慶芳,沈慶芳
3533,嘉澤,市,10/02,840.0,17.0,2.07,10.0,11.1,11.13,935.0,37.1,15.8,有,nan,有,nan,nan,nan,電子零組件業,朱德祥,何德佑
3653,健策,市,10/02,655.0,32.0,5.14,10.0,14.1,14.08,922.0,36.5,13.9,有,nan,有,nan,nan,nan,電子零組件業,趙宗信,林錦隆
8464,億豐,市,10/02,311.5,1.5,0.48,10.0,29.3,29.3,913.0,16.2,7.78,nan,nan,nan,nan,nan,nan,居家生活,粘耿豪,粘肇紘
2352,佳世達,市,10/02,45.45,0.8,1.79,10.0,197.0,196.7,894.0,39.5,27.2,有,nan,有,有,nan,nan,電腦及週邊設備業,陳其宏,黃漢州
2027,大成鋼,市,10/02,36.65,-0.2,-0.54,10.0,243.0,243.4,892.0,36.8,26.9,有,nan,有,nan,nan,nan,鋼鐵工業,謝麗雲,謝榮坤
2385,群光,市,10/02,117.0,1.5,1.3,10.0,76.0,76.01,889.0,40.6,24.7,nan,nan,有,nan,nan,nan,電子零組件業,許崑泰,呂進宗
2201,裕隆,市,10/02,82.0,-1.0,-1.2,10.0,107.0,107.0,877.0,70.1,47.2,有,nan,有,有,nan,nan,汽車工業,嚴陳莉蓮,姚振祥
4763,材料-KY,市,10/02,1165.0,60.0,5.43,10.0,7.53,7.52,876.0,9.0,7.9,nan,nan,有,有,nan,nan,化學工業,王克璋,王克璋
2059,川湖,市,10/02,900.0,72.0,8.7,10.0,9.53,9.53,858.0,37.0,18.4,有,nan,有,nan,nan,nan,電子零組件業,林聰吉,林淑珍
9904,寶成,市,10/02,28.95,0.3,1.05,10.0,295.0,294.7,853.0,54.1,33.7,有,nan,有,nan,nan,nan,運動休閒,詹陸銘,盧金柱
00929,復華台灣科技優息,市,10/02,17.5,0.25,1.45,,,480.3,841.0,0.3,0.32,nan,nan,nan,nan,nan,nan,nan,杜俊雄,張偉智
1477,聚陽,市,10/02,339.5,3.5,1.04,10.0,24.2,24.19,821.0,33.7,20.7,有,nan,有,nan,nan,nan,紡織纖維,周理平,周理平
2354,鴻準,市,10/02,57.6,-0.1,-0.17,10.0,141.0,141.4,815.0,33.4,27.0,有,nan,nan,nan,nan,nan,其他電子業,呂軍甫,陳務光
6239,力成,市,10/02,104.0,2.5,2.46,10.0,75.9,75.91,790.0,26.4,20.5,有,nan,有,nan,nan,nan,半導體業,蔡篤恭,呂肇祥
5269,祥碩,市,10/02,1135.0,-20.0,-1.73,10.0,6.94,6.94,787.0,19.5,10.8,有,nan,有,nan,nan,nan,半導體業,徐世昌,林哲偉
3035,智原,市,10/02,312.5,6.5,2.12,10.0,24.9,24.86,777.0,30.3,23.9,有,nan,有,nan,nan,nan,半導體業,洪嘉聰,王國雍
3023,信邦,市,10/02,323.5,0.0,0.0,10.0,24.0,23.91,773.0,33.8,22.4,nan,nan,nan,nan,nan,nan,電子零組件業,王紹新,梁偉銘
2812,台中銀,市,10/02,14.75,0.1,0.68,10.0,523.0,522.6,771.0,70.1,39.4,nan,nan,nan,nan,nan,nan,銀行業,王貴鋒,賈德威
6592,和潤企業,市,10/02,132.0,0.0,0.0,10.0,66.7,56.65,748.0,24.4,3.82,nan,nan,nan,有,nan,有,其他業,劉源森,林彥良
2049,上銀,市,10/02,209.0,5.5,2.7,10.0,35.4,35.38,739.0,34.0,14.3,有,nan,有,nan,nan,nan,電機機械,卓文恒,蔡惠卿
9921,巨大,市,10/02,182.5,4.0,2.24,10.0,39.2,39.21,716.0,50.9,28.8,nan,nan,有,nan,nan,nan,運動休閒,杜(糸秀)珍,劉湧昌
1519,華城,市,10/02,261.0,-10.0,-3.69,10.0,26.1,26.11,681.0,54.1,26.5,nan,nan,有,nan,nan,nan,電機機械,許邦福,許逸德/許逸晟(執行長)
2542,興富發,市,10/02,39.3,-0.15,-0.38,10.0,171.0,171.5,674.0,43.7,24.4,有,nan,有,有,nan,nan,建材營造業,曹淵博,范華軍
6789,采鈺,市,10/02,212.0,4.5,2.17,10.0,31.6,31.58,669.0,19.8,1.26,nan,nan,有,nan,nan,nan,半導體業,關欣,關欣
2313,華通,市,10/02,54.3,1.3,2.45,10.0,119.0,119.2,647.0,50.1,33.2,有,nan,有,nan,nan,nan,電子零組件業,江培琨,江培琨
2915,潤泰全,市,10/02,58.6,-0.2,-0.34,10.0,110.0,110.4,647.0,47.7,46.2,有,nan,有,nan,nan,nan,貿易百貨業,徐盛育,徐志漳
6531,愛普*,市,10/02,396.0,13.0,3.39,5.0,8.09,16.19,641.0,12.2,7.34,nan,nan,有,nan,nan,nan,半導體業,陳文良,洪志勳
1795,美時,市,10/02,238.0,-0.5,-0.21,10.0,26.2,26.25,625.0,57.3,13.7,nan,nan,有,nan,有,nan,生技醫療業,Vilhelm Robert Wessman,Petar Antonov Vazharov
2388,威盛,市,10/02,123.0,4.5,3.8,10.0,49.8,49.83,613.0,31.0,24.6,有,nan,有,nan,nan,nan,半導體業,陳文琦,陳文琦
2206,三陽工業,市,10/02,76.6,-1.1,-1.42,10.0,79.7,79.75,611.0,62.1,27.2,nan,nan,有,nan,nan,nan,汽車工業,吳清源,吳清源
1503,士電,市,10/02,116.0,0.5,0.43,10.0,52.1,52.1,604.0,67.9,53.8,nan,nan,有,nan,nan,nan,電機機械,許育瑞,謝漢章
006208,富邦台50,市,10/02,71.8,0.95,1.34,,,83.65,601.0,11.3,11.2,nan,nan,nan,nan,nan,nan,nan,史綱,林欣怡
6550,北極星藥業-KY,市,10/02,80.3,0.8,1.01,10.0,74.3,74.3,597.0,17.6,1.33,nan,nan,nan,有,有,nan,生技醫療業,陳鴻文,陳鴻文
2337,旺宏,市,10/02,31.7,0.05,0.16,10.0,186.0,185.6,588.0,33.8,28.6,有,nan,有,nan,有,nan,半導體業,吳敏求,盧志遠
1722,台肥,市,10/02,58.8,-0.1,-0.17,10.0,98.0,98.0,576.0,77.4,25.5,有,nan,nan,nan,nan,nan,化學工業,李孫榮,張滄郎
6176,瑞儀,市,10/02,123.5,0.5,0.41,10.0,46.5,46.5,574.0,28.2,21.4,有,nan,有,nan,nan,nan,光電業,王本然,王昱超
3532,台勝科,市,10/02,147.5,4.0,2.79,10.0,38.8,38.78,572.0,27.9,15.8,有,nan,有,nan,nan,nan,半導體業,林健男,田中恵一
6285,啟碁,市,10/02,137.0,-1.0,-0.72,10.0,41.8,41.74,572.0,26.8,20.0,有,nan,有,有,nan,nan,通信網路業,謝宏波,高健榮
1802,台玻,市,10/02,19.5,0.4,2.09,10.0,291.0,290.8,567.0,59.1,50.2,有,nan,有,nan,nan,nan,玻璃陶瓷,林伯豐,林伯實
2227,裕日車,市,10/02,187.0,-0.5,-0.27,10.0,30.0,30.0,561.0,19.9,18.8,nan,nan,nan,nan,nan,nan,汽車工業,嚴陳莉蓮,(代理)鐘文川
6781,AES-KY,市,10/02,645.0,6.0,0.94,10.0,8.54,8.54,551.0,3.7,2.53,nan,nan,有,nan,nan,nan,電子零組件業,宋福祥,宋維哲
1513,中興電,市,10/02,109.0,1.5,1.4,10.0,50.3,50.31,548.0,67.4,29.6,nan,nan,有,有,nan,nan,電機機械,江馥年,郭慧娟
9914,美利達,市,10/02,180.5,5.5,3.14,10.0,29.9,29.9,540.0,51.0,31.0,有,nan,nan,nan,nan,nan,運動休閒,曾崧柱,曾上原
1907,永豐餘,市,10/02,32.4,-0.15,-0.46,10.0,166.0,166.0,538.0,73.6,46.6,有,nan,有,nan,nan,nan,造紙工業,劉慧瑾,駱秉正
4919,新唐,市,10/02,126.0,1.0,0.8,10.0,42.0,41.98,529.0,15.5,13.0,有,nan,有,nan,nan,nan,半導體業,蘇源茂,楊欣龍
2204,中華,市,10/02,95.4,-2.1,-2.15,10.0,55.4,55.36,528.0,54.3,32.6,nan,nan,有,nan,nan,nan,汽車工業,嚴陳莉蓮,陳昭文
2634,漢翔,市,10/02,55.0,0.1,0.18,10.0,94.2,94.19,518.0,27.3,9.11,有,nan,有,有,nan,nan,航運業,胡開宏,馬萬鈞
3706,神達,市,10/02,42.5,1.75,4.29,10.0,121.0,120.7,513.0,10.1,10.1,有,nan,有,nan,nan,nan,電腦及週邊設備業,苗豐強,何繼武
2492,華新科,市,10/02,103.5,1.0,0.98,10.0,48.6,48.58,503.0,53.2,25.9,有,nan,有,有,nan,nan,電子零組件業,焦佑衡,曾明燦
2838,聯邦銀,市,10/02,13.25,-0.05,-0.38,10.0,398.0,377.9,501.0,31.8,25.3,nan,nan,nan,nan,nan,有,銀行業,林鴻聯,許維文
2882A,國泰特,市,10/02,60.0,0.0,0.0,,,83.33,500.0,,6.71,nan,nan,nan,nan,nan,nan,金控業,nan,nan
3189,景碩,市,10/02,108.0,-0.5,-0.46,10.0,45.4,45.45,491.0,23.1,18.9,有,nan,有,nan,nan,nan,半導體業,廖賜政,陳河旭
9917,中保科,市,10/02,108.5,2.0,1.88,10.0,45.1,45.12,490.0,45.9,29.8,nan,nan,nan,nan,nan,nan,其他業,林建涵,林建涵
3005,神基,市,10/02,79.6,2.0,2.58,10.0,60.8,60.65,483.0,34.0,21.6,nan,nan,有,nan,nan,nan,電腦及週邊設備業,黃明漢,黃明漢
1210,大成,市,10/02,53.8,0.0,0.0,10.0,89.5,89.48,481.0,62.8,45.4,有,nan,nan,nan,nan,nan,食品工業,韓家宇,韓芳豪
2845,遠東銀,市,10/02,11.55,-0.1,-0.86,10.0,407.0,407.0,470.0,31.7,24.8,nan,nan,nan,有,nan,nan,銀行業,侯金英,周添財
6412,群電,市,10/02,116.5,2.0,1.75,10.0,39.9,39.9,465.0,14.8,9.9,nan,nan,nan,nan,nan,nan,電子零組件業,呂進宗,曾國華
1319,東陽,市,10/02,77.8,-0.5,-0.64,10.0,59.1,59.15,460.0,55.9,28.8,有,nan,有,nan,nan,nan,汽車工業,吳永豐,吳永祥
5522,遠雄,市,10/02,58.4,0.6,1.04,10.0,78.2,78.16,456.0,45.2,23.8,nan,nan,nan,有,nan,nan,建材營造業,趙文嘉,湯佳峰
00919,群益台灣精選高息,市,10/02,20.96,0.27,1.3,,,217.3,455.0,1.0,0.95,nan,nan,有,nan,nan,nan,nan,賴政昇,陳明輝
00881,國泰台灣5G+,市,10/02,17.05,0.34,2.03,,,260.5,444.0,2.8,2.81,nan,nan,有,nan,nan,nan,nan,張錫,張雍川
2006,東和鋼鐵,市,10/02,60.5,-0.2,-0.33,10.0,73.0,73.02,442.0,61.3,35.2,有,nan,nan,有,nan,nan,鋼鐵工業,侯傑騰,黃炳樺
2404,漢唐,市,10/02,231.5,4.0,1.76,10.0,19.1,19.06,441.0,41.1,25.6,有,nan,有,有,nan,nan,其他電子業,李惠文,新任者俟最近期董事會召開後再另行公告
3665,貿聯-KY,市,10/02,268.0,-2.0,-0.74,10.0,16.3,16.32,437.0,23.3,12.5,nan,nan,有,有,nan,nan,其他電子業,梁華哲,鄧劍華
1434,福懋,市,10/02,25.45,0.0,0.0,10.0,168.0,168.5,429.0,50.5,37.8,nan,nan,nan,nan,nan,nan,紡織纖維,王文淵,李敏章
9958,世紀鋼,市,10/02,182.5,1.5,0.83,10.0,23.5,23.39,427.0,36.0,15.6,有,nan,有,有,nan,nan,鋼鐵工業,賴文祥,李育慶
